feature	chromosome	start	end	SLX-16150.D708tp_D504tp.HC22VBBXY.s_3.r_1	SLX-16150.D709tp_D504tp.HC22VBBXY.s_3.r_1	SLX-16150.D709tp_D508tp.HC22VBBXY.s_3.r_1	SLX-16150.D712tp_D501tp.HC22VBBXY.s_3.r_1
12:133000001-133275309	12	133000001	133275309	0.999	1.047	0.908	0.82
13:20000001-20500000	13	20000001	20500000	0.969	0.911	1.04	0.998
13:20500001-21000000	13	20500001	21000000	0.941	0.916	0.883	0.827
13:21500001-22000000	13	21500001	22000000	1.084	0.963	1.069	1.056
13:22000001-22500000	13	22000001	22500000	1.05	1.043	0.927	0.984
13:22500001-23000000	13	22500001	23000000	0.977	0.958	1.034	1.021
13:23000001-23500000	13	23000001	23500000	0.944	1.014	1.04	0.943
13:23500001-24000000	13	23500001	24000000	1.062	0.98	1.069	0.973
13:24000001-24500000	13	24000001	24500000	0.956	1.028	1.005	0.996
13:24500001-25000000	13	24500001	25000000	1.077	1.077	0.945	1.106
13:25000001-25500000	13	25000001	25500000	0.992	1.019	0.976	1.019
13:26000001-26500000	13	26000001	26500000	0.999	1.031	0.982	0.956
13:26500001-27000000	13	26500001	27000000	0.949	0.933	0.939	1.073
13:27000001-27500000	13	27000001	27500000	0.955	0.959	0.917	1.003
13:27500001-28000000	13	27500001	28000000	0.994	1.06	0.935	0.972
13:28000001-28500000	13	28000001	28500000	0.963	0.844	0.999	0.927
13:28500001-29000000	13	28500001	29000000	0.927	0.95	1.006	0.981
13:29000001-29500000	13	29000001	29500000	1.085	1.064	0.938	1.038
13:29500001-30000000	13	29500001	30000000	0.988	0.936	1.166	1.049
13:30000001-30500000	13	30000001	30500000	1.06	0.959	0.97	1.011
13:30500001-31000000	13	30500001	31000000	0.938	0.954	0.948	0.938
13:31000001-31500000	13	31000001	31500000	0.985	0.919	1.043	0.982
13:32000001-32500000	13	32000001	32500000	1.023	1.005	0.963	1.024
13:32500001-33000000	13	32500001	33000000	0.956	0.953	0.918	0.963
13:33000001-33500000	13	33000001	33500000	0.931	0.916	0.968	0.997
13:34000001-34500000	13	34000001	34500000	1.013	0.878	0.89	1.014
13:34500001-35000000	13	34500001	35000000	0.936	1.035	1.115	0.879
13:35000001-35500000	13	35000001	35500000	0.961	1.084	1.144	0.989
13:35500001-36000000	13	35500001	36000000	0.918	0.946	1.011	0.987
13:36500001-37000000	13	36500001	37000000	0.992	1.005	1.012	0.82
13:37000001-37500000	13	37000001	37500000	0.939	1.064	0.949	0.961
13:37500001-38000000	13	37500001	38000000	0.903	0.961	1.061	0.93
13:38000001-38500000	13	38000001	38500000	1.071	0.981	1.009	0.897
13:38500001-39000000	13	38500001	39000000	1.009	0.997	0.99	0.929
13:39000001-39500000	13	39000001	39500000	0.921	0.908	1.111	1.005
13:39500001-40000000	13	39500001	40000000	1.063	1.153	1.077	0.975
13:40000001-40500000	13	40000001	40500000	0.961	1.024	1.061	0.997
13:41000001-41500000	13	41000001	41500000	0.953	1	0.895	1.006
13:41500001-42000000	13	41500001	42000000	1.029	0.974	1.002	1.017
13:42000001-42500000	13	42000001	42500000	0.996	0.989	0.967	0.963
13:42500001-43000000	13	42500001	43000000	0.968	0.905	1.05	0.995
13:43000001-43500000	13	43000001	43500000	1.07	0.989	1.069	1.114
13:43500001-44000000	13	43500001	44000000	1.075	1.047	1.014	1.051
13:44000001-44500000	13	44000001	44500000	0.959	1.016	1.009	0.979
13:44500001-45000000	13	44500001	45000000	0.964	1.097	0.969	1.057
13:45000001-45500000	13	45000001	45500000	0.977	1.003	0.843	1.018
13:45500001-46000000	13	45500001	46000000	1.015	1.022	0.963	1.123
13:46000001-46500000	13	46000001	46500000	1.047	0.965	1.113	0.929
13:46500001-47000000	13	46500001	47000000	0.943	1.019	0.991	0.89
13:47000001-47500000	13	47000001	47500000	0.941	1.03	1.089	0.968
13:47500001-48000000	13	47500001	48000000	1.053	0.977	1.05	1.043
13:48000001-48500000	13	48000001	48500000	0.96	0.942	1.098	0.974
13:48500001-49000000	13	48500001	49000000	0.974	0.99	0.947	1.072
13:49000001-49500000	13	49000001	49500000	0.881	1.006	0.871	0.884
13:49500001-50000000	13	49500001	50000000	1.003	1.014	0.866	0.966
13:50000001-50500000	13	50000001	50500000	0.953	0.95	0.928	0.975
13:50500001-51000000	13	50500001	51000000	1.073	1.083	1.014	0.949
13:51000001-51500000	13	51000001	51500000	0.992	1.09	0.83	1.072
13:51500001-52000000	13	51500001	52000000	1.054	1.036	0.905	1.047
13:52500001-53000000	13	52500001	53000000	1.061	0.964	0.985	1.054
13:53000001-53500000	13	53000001	53500000	1.079	0.982	0.93	0.93
13:54000001-54500000	13	54000001	54500000	0.904	1.008	0.868	0.949
13:54500001-55000000	13	54500001	55000000	1.001	0.973	1.012	1.083
13:55000001-55500000	13	55000001	55500000	0.883	1.052	0.875	1
13:56000001-56500000	13	56000001	56500000	0.998	0.844	0.972	1.053
13:57000001-57500000	13	57000001	57500000	0.911	0.914	0.848	0.93
13:57500001-58000000	13	57500001	58000000	0.992	0.91	1.018	0.929
13:58000001-58500000	13	58000001	58500000	1.001	0.906	0.99	0.979
13:58500001-59000000	13	58500001	59000000	0.928	0.96	1.024	0.933
13:59000001-59500000	13	59000001	59500000	1.006	1.014	1	1.002
13:59500001-60000000	13	59500001	60000000	1.003	1.031	1.202	1.088
13:60000001-60500000	13	60000001	60500000	0.999	0.857	0.991	0.98
13:60500001-61000000	13	60500001	61000000	1.033	0.976	0.918	0.935
13:61000001-61500000	13	61000001	61500000	0.957	1.023	0.933	0.927
13:61500001-62000000	13	61500001	62000000	0.966	0.856	0.936	0.935
13:62000001-62500000	13	62000001	62500000	0.98	0.906	0.997	0.936
13:62500001-63000000	13	62500001	63000000	0.987	1.091	1.005	0.901
13:63000001-63500000	13	63000001	63500000	1.005	0.93	0.96	0.877
13:63500001-64000000	13	63500001	64000000	0.97	0.907	0.968	0.969
13:64000001-64500000	13	64000001	64500000	0.985	1.061	1.07	0.958
13:64500001-65000000	13	64500001	65000000	1.006	0.947	0.956	0.949
13:65000001-65500000	13	65000001	65500000	1.035	1.006	0.99	1.046
13:65500001-66000000	13	65500001	66000000	0.965	1.031	1.037	0.945
13:66000001-66500000	13	66000001	66500000	1.095	1.019	1.064	0.959
13:66500001-67000000	13	66500001	67000000	0.939	1.067	0.984	0.971
13:67000001-67500000	13	67000001	67500000	1.033	0.871	1.048	0.987
13:67500001-68000000	13	67500001	68000000	0.992	1.092	1.007	1.047
13:68000001-68500000	13	68000001	68500000	1.048	0.913	0.936	1.033
13:68500001-69000000	13	68500001	69000000	1.021	1.093	1.011	1.1
13:69000001-69500000	13	69000001	69500000	0.948	0.972	0.992	0.992
13:69500001-70000000	13	69500001	70000000	0.99	0.986	0.983	1.026
13:70000001-70500000	13	70000001	70500000	1.014	0.999	1.008	0.948
13:70500001-71000000	13	70500001	71000000	1.019	0.949	1.009	0.999
13:71000001-71500000	13	71000001	71500000	0.983	0.949	0.906	0.984
13:71500001-72000000	13	71500001	72000000	0.967	0.999	1.076	1.103
13:72500001-73000000	13	72500001	73000000	0.961	0.992	0.978	1.026
13:73000001-73500000	13	73000001	73500000	0.956	0.983	0.983	0.954
13:73500001-74000000	13	73500001	74000000	1.004	0.915	1.018	0.976
13:74000001-74500000	13	74000001	74500000	1.024	1.052	0.997	1.027
13:74500001-75000000	13	74500001	75000000	1.057	1.072	0.998	0.941
13:75000001-75500000	13	75000001	75500000	1.052	1.044	1.008	1.086
13:76000001-76500000	13	76000001	76500000	0.957	0.968	1.129	1.117
13:76500001-77000000	13	76500001	77000000	1.108	0.967	0.87	0.967
13:77000001-77500000	13	77000001	77500000	1.01	0.963	1.053	1.001
13:77500001-78000000	13	77500001	78000000	1.038	1.143	1.111	0.986
13:78000001-78500000	13	78000001	78500000	0.957	1.014	1.016	1.03
13:78500001-79000000	13	78500001	79000000	1	1.014	1.004	1.016
13:79000001-79500000	13	79000001	79500000	0.986	1.06	1.028	0.895
13:79500001-80000000	13	79500001	80000000	0.986	1.102	0.842	1.066
13:80000001-80500000	13	80000001	80500000	0.932	1.023	0.939	0.91
13:80500001-81000000	13	80500001	81000000	1.049	1.012	0.952	0.998
13:81000001-81500000	13	81000001	81500000	0.973	0.922	1.02	0.994
13:81500001-82000000	13	81500001	82000000	0.991	0.905	0.971	1.002
13:82000001-82500000	13	82000001	82500000	1.062	0.987	0.936	0.994
13:82500001-83000000	13	82500001	83000000	1.006	0.998	0.955	1.037
13:83000001-83500000	13	83000001	83500000	0.965	0.935	0.936	0.945
13:84000001-84500000	13	84000001	84500000	1.016	0.962	0.981	1.015
13:85000001-85500000	13	85000001	85500000	1.044	0.942	1.05	0.976
13:85500001-86000000	13	85500001	86000000	1.003	1.005	1.084	0.971
13:86000001-86500000	13	86000001	86500000	0.973	1.025	0.85	1.043
13:86500001-87000000	13	86500001	87000000	0.907	0.919	0.92	0.894
13:87000001-87500000	13	87000001	87500000	1.023	0.987	1.037	1.106
13:87500001-88000000	13	87500001	88000000	0.964	0.98	0.984	1.028
13:88500001-89000000	13	88500001	89000000	0.988	1.009	0.991	1.016
13:89000001-89500000	13	89000001	89500000	0.97	0.983	0.972	0.859
13:89500001-90000000	13	89500001	90000000	0.883	0.94	0.896	0.966
13:90000001-90500000	13	90000001	90500000	0.978	0.845	1.211	0.95
13:90500001-91000000	13	90500001	91000000	0.988	0.884	0.994	1.027
13:91000001-91500000	13	91000001	91500000	1.036	0.966	1.02	1.045
13:91500001-92000000	13	91500001	92000000	0.993	1.022	0.975	0.973
13:92000001-92500000	13	92000001	92500000	0.906	0.974	1.031	1.1
13:92500001-93000000	13	92500001	93000000	1.123	1.037	0.977	1.025
13:93000001-93500000	13	93000001	93500000	0.941	1.039	0.96	0.924
13:93500001-94000000	13	93500001	94000000	1.035	0.943	1.095	0.98
13:94000001-94500000	13	94000001	94500000	0.956	1.039	0.973	1.073
13:94500001-95000000	13	94500001	95000000	1.144	1.062	0.9	0.921
13:95000001-95500000	13	95000001	95500000	0.851	0.864	0.802	0.959
13:96000001-96500000	13	96000001	96500000	1.091	1.031	0.959	1.086
13:96500001-97000000	13	96500001	97000000	1.012	1.068	0.953	1.098
13:97000001-97500000	13	97000001	97500000	1.035	0.953	1.072	1.114
13:97500001-98000000	13	97500001	98000000	1.007	1.014	1.028	1.079
13:98000001-98500000	13	98000001	98500000	1.014	0.988	1	0.97
13:98500001-99000000	13	98500001	99000000	0.993	0.945	0.92	0.874
13:99000001-99500000	13	99000001	99500000	0.99	0.866	1.029	0.982
13:99500001-100000000	13	99500001	100000000	1.007	1.001	0.956	1.073
13:100000001-100500000	13	100000001	100500000	1.059	1.015	0.931	1.04
13:100500001-101000000	13	100500001	101000000	1.033	1.075	0.978	1.012
13:101000001-101500000	13	101000001	101500000	1.038	1.05	1.01	0.917
13:101500001-102000000	13	101500001	102000000	1.027	0.998	1.023	1.095
13:102000001-102500000	13	102000001	102500000	0.973	1.033	0.928	1.027
13:102500001-103000000	13	102500001	103000000	0.946	0.963	1.005	0.911
13:103000001-103500000	13	103000001	103500000	0.993	0.994	0.943	0.934
13:103500001-104000000	13	103500001	104000000	0.986	1.067	0.988	0.951
13:104000001-104500000	13	104000001	104500000	0.983	1.016	0.9	0.93
13:104500001-105000000	13	104500001	105000000	0.882	1.004	1.051	0.924
13:105500001-106000000	13	105500001	106000000	1.02	0.932	0.857	1.045
13:106000001-106500000	13	106000001	106500000	1.07	1.026	0.996	0.955
13:106500001-107000000	13	106500001	107000000	1.011	1.111	0.984	1.015
13:107500001-108000000	13	107500001	108000000	0.961	0.958	1.053	0.972
13:108000001-108500000	13	108000001	108500000	0.991	1.097	1	0.912
13:108500001-109000000	13	108500001	109000000	1.063	0.957	0.92	1.027
13:109500001-110000000	13	109500001	110000000	0.95	1.111	0.991	0.997
13:110000001-110500000	13	110000001	110500000	0.949	0.952	0.991	1.044
13:110500001-111000000	13	110500001	111000000	0.933	0.938	0.91	0.899
13:111000001-111500000	13	111000001	111500000	1.006	1.018	1.063	0.994
13:112000001-112500000	13	112000001	112500000	1.016	1.137	1.056	1.056
13:112500001-113000000	13	112500001	113000000	0.969	0.992	0.912	0.855
13:113000001-113500000	13	113000001	113500000	0.969	0.978	0.891	0.935
13:113500001-114000000	13	113500001	114000000	1.027	1.058	0.969	1.021
13:114000001-114364328	13	114000001	114364328	0.953	0.946	1.002	0.963
14:20000001-20500000	14	20000001	20500000	0.919	0.98	0.964	1.004
14:20500001-21000000	14	20500001	21000000	0.983	1.11	1.025	1.108
14:21000001-21500000	14	21000001	21500000	0.921	1.017	0.813	1.037
14:21500001-22000000	14	21500001	22000000	0.968	1.032	0.953	0.946
14:22000001-22500000	14	22000001	22500000	0.99	1.057	1.08	1.137
14:22500001-23000000	14	22500001	23000000	1.097	0.999	0.996	1.09
14:23500001-24000000	14	23500001	24000000	1.056	1.147	1.123	1.165
14:24000001-24500000	14	24000001	24500000	1.038	0.976	1.036	0.963
14:24500001-25000000	14	24500001	25000000	1.115	1.04	1.037	0.997
14:25000001-25500000	14	25000001	25500000	1.11	1.044	0.989	0.995
14:25500001-26000000	14	25500001	26000000	0.962	1.016	0.988	1.069
14:26000001-26500000	14	26000001	26500000	1.018	0.995	1.029	1.033
14:26500001-27000000	14	26500001	27000000	1.003	0.977	1.012	1.054
14:27000001-27500000	14	27000001	27500000	0.942	1.007	1.035	0.975
14:27500001-28000000	14	27500001	28000000	1	1.111	0.917	0.975
14:28000001-28500000	14	28000001	28500000	0.954	1.106	0.988	1.016
14:28500001-29000000	14	28500001	29000000	0.986	1.002	0.977	0.894
14:29000001-29500000	14	29000001	29500000	0.949	0.932	0.953	1.034
14:29500001-30000000	14	29500001	30000000	1.002	0.971	1.031	0.903
14:30000001-30500000	14	30000001	30500000	0.976	0.985	1.078	1.177
14:30500001-31000000	14	30500001	31000000	0.954	1.05	0.932	0.958
14:31000001-31500000	14	31000001	31500000	0.912	1.02	0.952	0.931
14:31500001-32000000	14	31500001	32000000	1.078	0.952	1.026	1.003
14:32500001-33000000	14	32500001	33000000	1.032	0.861	1.037	1.108
14:33000001-33500000	14	33000001	33500000	1.052	1.023	1.117	1.092
14:33500001-34000000	14	33500001	34000000	1.107	0.964	0.924	1.062
14:34000001-34500000	14	34000001	34500000	1.071	1.092	0.997	0.982
14:35000001-35500000	14	35000001	35500000	0.936	1.046	0.974	1.003
14:35500001-36000000	14	35500001	36000000	0.936	0.962	0.922	0.907
14:36000001-36500000	14	36000001	36500000	1.11	1.141	0.949	0.941
14:36500001-37000000	14	36500001	37000000	1.045	0.966	0.963	0.996
14:37500001-38000000	14	37500001	38000000	0.967	0.979	1.099	0.995
14:38000001-38500000	14	38000001	38500000	0.986	0.943	0.982	0.946
14:38500001-39000000	14	38500001	39000000	0.935	1.042	0.984	1
14:39000001-39500000	14	39000001	39500000	1.005	0.878	0.995	0.987
14:39500001-40000000	14	39500001	40000000	1.023	1.058	1.021	1.098
14:40000001-40500000	14	40000001	40500000	0.966	0.976	0.914	0.935
14:41000001-41500000	14	41000001	41500000	1.094	0.999	0.931	0.908
14:41500001-42000000	14	41500001	42000000	1.001	1.033	1.167	0.98
14:42000001-42500000	14	42000001	42500000	0.954	1.016	0.911	0.982
14:42500001-43000000	14	42500001	43000000	0.92	0.978	0.963	1.021
14:43500001-44000000	14	43500001	44000000	1.061	1.004	1.012	0.927
14:44000001-44500000	14	44000001	44500000	1.055	0.969	1.033	0.927
14:44500001-45000000	14	44500001	45000000	1.054	0.942	0.968	1.082
14:45500001-46000000	14	45500001	46000000	1.077	0.926	0.939	0.978
14:47000001-47500000	14	47000001	47500000	1.069	1.109	0.973	1.076
14:47500001-48000000	14	47500001	48000000	1.034	1	1.027	1.022
14:48000001-48500000	14	48000001	48500000	1.029	1.138	1.057	1.094
14:48500001-49000000	14	48500001	49000000	1.022	1.034	1.113	0.998
14:49000001-49500000	14	49000001	49500000	1.049	1.073	1.014	1.089
14:49500001-50000000	14	49500001	50000000	0.972	0.943	0.967	0.927
14:50000001-50500000	14	50000001	50500000	0.954	0.894	0.978	1.002
14:50500001-51000000	14	50500001	51000000	0.914	0.957	0.913	0.921
14:51000001-51500000	14	51000001	51500000	1.033	1.099	1.078	1.069
14:52000001-52500000	14	52000001	52500000	0.996	1.064	1.009	0.949
14:52500001-53000000	14	52500001	53000000	0.997	0.981	0.929	1.032
14:53000001-53500000	14	53000001	53500000	1.03	1.097	1.041	1.141
14:53500001-54000000	14	53500001	54000000	1.027	1.059	0.996	1.09
14:54000001-54500000	14	54000001	54500000	0.937	1.086	0.95	1.024
14:54500001-55000000	14	54500001	55000000	0.896	1.026	0.88	0.92
14:55000001-55500000	14	55000001	55500000	0.886	1	0.947	0.96
14:55500001-56000000	14	55500001	56000000	1.008	1.055	0.995	1.036
14:56000001-56500000	14	56000001	56500000	0.99	0.95	0.959	0.987
14:56500001-57000000	14	56500001	57000000	0.999	1.07	0.977	1.044
14:57000001-57500000	14	57000001	57500000	1.058	1.006	0.97	1.063
14:57500001-58000000	14	57500001	58000000	1.051	1.176	1.108	1.032
14:58000001-58500000	14	58000001	58500000	1.004	0.941	1.06	1.029
14:58500001-59000000	14	58500001	59000000	1.033	0.938	0.88	0.992
14:59000001-59500000	14	59000001	59500000	0.974	1.001	1.114	0.932
14:59500001-60000000	14	59500001	60000000	1.07	1.029	0.986	0.939
14:60000001-60500000	14	60000001	60500000	1.058	1.044	0.991	1.046
14:60500001-61000000	14	60500001	61000000	1.065	1.074	1.09	0.931
14:61000001-61500000	14	61000001	61500000	1.03	1.006	1.058	1.061
14:61500001-62000000	14	61500001	62000000	0.963	0.887	1.096	0.874
14:62000001-62500000	14	62000001	62500000	0.988	1.097	0.978	1.006
14:62500001-63000000	14	62500001	63000000	0.995	1.035	0.928	1.023
14:63000001-63500000	14	63000001	63500000	0.977	0.975	1.116	0.977
14:63500001-64000000	14	63500001	64000000	1.02	0.995	0.962	0.907
14:64000001-64500000	14	64000001	64500000	0.994	1.021	1.042	1.025
14:64500001-65000000	14	64500001	65000000	0.915	1.029	0.991	0.972
14:65000001-65500000	14	65000001	65500000	0.953	0.831	1.017	0.909
14:65500001-66000000	14	65500001	66000000	1.012	0.995	1.027	1.041
14:66000001-66500000	14	66000001	66500000	1.132	1.046	1.053	1.115
14:66500001-67000000	14	66500001	67000000	1.018	1.031	1.006	0.933
14:67000001-67500000	14	67000001	67500000	1.031	1.093	1.123	1.081
14:67500001-68000000	14	67500001	68000000	0.927	0.912	0.969	1.024
14:68000001-68500000	14	68000001	68500000	0.954	1.049	1.023	1.178
14:68500001-69000000	14	68500001	69000000	0.996	1.029	0.991	0.961
14:69000001-69500000	14	69000001	69500000	0.919	1.009	0.892	1.002
14:69500001-70000000	14	69500001	70000000	0.944	0.976	0.888	1.008
14:70000001-70500000	14	70000001	70500000	1.007	0.998	1.098	0.991
14:70500001-71000000	14	70500001	71000000	1.017	1.047	1.083	1.068
14:71000001-71500000	14	71000001	71500000	0.944	1.023	1.016	0.943
14:71500001-72000000	14	71500001	72000000	1.114	1.096	0.996	1.079
14:72000001-72500000	14	72000001	72500000	1.034	0.916	0.908	1.095
14:72500001-73000000	14	72500001	73000000	1.07	1.119	1.051	0.992
14:73000001-73500000	14	73000001	73500000	0.995	0.925	1.041	0.877
14:73500001-74000000	14	73500001	74000000	0.908	1.055	1.028	1.003
14:74000001-74500000	14	74000001	74500000	1.069	0.978	1.001	1.029
14:74500001-75000000	14	74500001	75000000	0.994	1.003	1.101	1.07
14:75000001-75500000	14	75000001	75500000	0.962	0.936	1.12	1.025
14:75500001-76000000	14	75500001	76000000	1.015	0.947	0.906	1.061
14:76000001-76500000	14	76000001	76500000	0.986	0.934	1.02	1.019
14:76500001-77000000	14	76500001	77000000	0.963	1.031	1.102	1.088
14:77000001-77500000	14	77000001	77500000	1.011	1.002	0.93	0.987
14:77500001-78000000	14	77500001	78000000	0.855	0.967	0.939	1
14:78000001-78500000	14	78000001	78500000	0.997	1.085	1.061	1.024
14:78500001-79000000	14	78500001	79000000	1.065	1.067	0.992	0.958
14:79000001-79500000	14	79000001	79500000	1.058	1.02	0.949	1.17
14:79500001-80000000	14	79500001	80000000	1.05	0.935	1.025	1.088
14:80000001-80500000	14	80000001	80500000	1.013	1.041	1.039	1.132
14:80500001-81000000	14	80500001	81000000	1.068	1.019	1.064	1.058
14:81000001-81500000	14	81000001	81500000	0.91	0.917	0.844	0.995
14:81500001-82000000	14	81500001	82000000	1.016	0.968	1.099	1.101
14:82000001-82500000	14	82000001	82500000	0.898	0.942	1.116	0.892
14:82500001-83000000	14	82500001	83000000	0.994	1.019	1.039	1.006
14:83000001-83500000	14	83000001	83500000	0.967	1.103	0.902	1.03
14:84500001-85000000	14	84500001	85000000	0.957	0.934	1.08	1.023
14:85000001-85500000	14	85000001	85500000	1.006	1.028	1.015	1.028
14:85500001-86000000	14	85500001	86000000	1.007	0.983	0.972	1.043
14:86500001-87000000	14	86500001	87000000	0.973	0.991	0.944	1.001
14:87000001-87500000	14	87000001	87500000	1.182	0.976	0.992	1.05
14:87500001-88000000	14	87500001	88000000	1.009	0.974	1.055	1.038
14:88000001-88500000	14	88000001	88500000	1.118	1.082	1.039	1.033
14:88500001-89000000	14	88500001	89000000	0.982	0.947	1.049	1.035
14:89000001-89500000	14	89000001	89500000	1.022	1.153	0.891	0.984
14:89500001-90000000	14	89500001	90000000	1.017	0.999	1.085	0.975
14:90000001-90500000	14	90000001	90500000	1.025	0.992	0.935	1.055
14:90500001-91000000	14	90500001	91000000	0.994	0.957	0.91	0.981
14:91000001-91500000	14	91000001	91500000	0.954	0.938	0.991	0.969
14:91500001-92000000	14	91500001	92000000	0.968	0.885	0.903	0.968
14:92000001-92500000	14	92000001	92500000	0.945	0.97	1.052	1.022
14:92500001-93000000	14	92500001	93000000	0.935	0.988	0.954	0.977
14:93000001-93500000	14	93000001	93500000	1.041	1.053	1.043	1.037
14:93500001-94000000	14	93500001	94000000	1.024	0.903	1.048	0.96
14:94000001-94500000	14	94000001	94500000	1.013	1.01	0.977	1.002
14:94500001-95000000	14	94500001	95000000	1.042	1.097	1.034	0.995
14:95000001-95500000	14	95000001	95500000	0.874	0.992	0.96	0.938
14:95500001-96000000	14	95500001	96000000	1.023	0.976	0.967	0.973
14:96000001-96500000	14	96000001	96500000	1.026	0.928	1.02	1.04
14:96500001-97000000	14	96500001	97000000	1.008	0.942	0.901	1.001
14:97000001-97500000	14	97000001	97500000	0.983	1.065	1.023	1.013
14:97500001-98000000	14	97500001	98000000	1.122	1.114	0.927	1.05
14:98000001-98500000	14	98000001	98500000	1.039	0.952	1.033	0.915
14:98500001-99000000	14	98500001	99000000	0.933	0.949	1.075	0.998
14:99000001-99500000	14	99000001	99500000	0.97	0.949	0.842	1.023
14:99500001-100000000	14	99500001	100000000	1.055	1.035	1.043	0.989
14:100000001-100500000	14	100000001	100500000	0.895	0.872	0.975	0.937
14:100500001-101000000	14	100500001	101000000	1.011	0.94	1.065	1.002
14:101000001-101500000	14	101000001	101500000	1.088	1.074	0.983	0.968
14:101500001-102000000	14	101500001	102000000	1.008	0.927	0.929	0.899
14:102000001-102500000	14	102000001	102500000	1	1.13	1.069	0.978
14:102500001-103000000	14	102500001	103000000	1.01	1.04	1	1.024
14:103000001-103500000	14	103000001	103500000	0.972	0.985	0.884	0.908
14:103500001-104000000	14	103500001	104000000	0.953	0.933	1.002	0.931
14:104000001-104500000	14	104000001	104500000	1.026	1.04	1.132	1.008
14:104500001-105000000	14	104500001	105000000	0.908	1.094	1.049	0.988
14:105000001-105500000	14	105000001	105500000	1.063	0.934	1.049	1.009
15:23500001-24000000	15	23500001	24000000	1.013	0.974	0.993	0.994
15:24500001-25000000	15	24500001	25000000	0.887	1.032	0.945	0.846
15:25000001-25500000	15	25000001	25500000	1.034	1.091	0.968	0.905
15:26000001-26500000	15	26000001	26500000	0.934	0.996	0.907	0.973
15:26500001-27000000	15	26500001	27000000	1.001	0.964	1.041	0.903
15:27000001-27500000	15	27000001	27500000	0.943	0.99	0.982	0.982
15:27500001-28000000	15	27500001	28000000	0.997	0.96	1.059	0.901
15:29000001-29500000	15	29000001	29500000	0.998	1.008	1.042	1.073
15:29500001-30000000	15	29500001	30000000	0.941	0.972	1.043	0.951
15:31000001-31500000	15	31000001	31500000	0.97	0.982	0.959	0.871
15:31500001-32000000	15	31500001	32000000	0.992	1.089	1.053	0.997
15:33000001-33500000	15	33000001	33500000	1.079	1.057	0.995	1.002
15:33500001-34000000	15	33500001	34000000	1.085	1.028	1.077	1.089
15:34000001-34500000	15	34000001	34500000	0.989	1.041	0.903	1.065
15:35500001-36000000	15	35500001	36000000	1.119	1.128	1.05	1.087
15:36000001-36500000	15	36000001	36500000	1.064	1.021	0.962	1.006
15:36500001-37000000	15	36500001	37000000	1.041	1.064	1.05	1.047
15:37000001-37500000	15	37000001	37500000	1.113	1.121	1.13	1.05
15:37500001-38000000	15	37500001	38000000	1.042	1.091	0.995	1.122
15:38000001-38500000	15	38000001	38500000	1.03	1.063	1.061	1.073
15:38500001-39000000	15	38500001	39000000	1.035	1.165	1.059	1.05
15:39000001-39500000	15	39000001	39500000	1.013	1.093	1.111	1.029
15:39500001-40000000	15	39500001	40000000	0.916	0.956	1.033	1.014
15:40500001-41000000	15	40500001	41000000	0.97	0.991	0.993	0.98
15:41500001-42000000	15	41500001	42000000	1.029	1.086	1.001	0.909
15:42000001-42500000	15	42000001	42500000	0.916	0.958	1.046	0.95
15:42500001-43000000	15	42500001	43000000	1.048	0.856	1.118	0.952
15:43000001-43500000	15	43000001	43500000	0.968	1.125	1.087	1.038
15:44000001-44500000	15	44000001	44500000	1.052	1.147	1.137	1.031
15:45000001-45500000	15	45000001	45500000	0.909	1.014	0.912	1.055
15:45500001-46000000	15	45500001	46000000	1.004	0.988	1.011	0.907
15:46000001-46500000	15	46000001	46500000	0.947	0.892	1.005	1.009
15:46500001-47000000	15	46500001	47000000	0.961	1.064	1.011	0.907
15:47000001-47500000	15	47000001	47500000	1.02	1.011	1.053	1.11
15:47500001-48000000	15	47500001	48000000	1	0.982	0.958	1.02
15:48000001-48500000	15	48000001	48500000	1.064	1.098	1.22	1.01
15:48500001-49000000	15	48500001	49000000	0.965	0.959	1.1	1.092
15:49000001-49500000	15	49000001	49500000	1.013	1.056	1.105	1.011
15:49500001-50000000	15	49500001	50000000	1.111	1.134	1.12	1.104
15:50000001-50500000	15	50000001	50500000	0.978	1.005	1.105	0.9
15:50500001-51000000	15	50500001	51000000	0.968	0.98	1.027	0.964
15:51000001-51500000	15	51000001	51500000	1.009	1.088	0.908	1.149
15:51500001-52000000	15	51500001	52000000	0.974	1.017	1.038	1.081
15:52500001-53000000	15	52500001	53000000	0.997	0.924	0.97	1.007
15:53000001-53500000	15	53000001	53500000	1.054	0.994	0.992	1.134
15:53500001-54000000	15	53500001	54000000	0.958	1.019	1.121	1.002
15:54000001-54500000	15	54000001	54500000	1.075	1.036	0.941	1.126
15:55000001-55500000	15	55000001	55500000	0.94	1.023	1.105	1.04
15:55500001-56000000	15	55500001	56000000	0.984	1.04	1.09	0.934
15:56000001-56500000	15	56000001	56500000	1.084	1.11	1.074	0.984
15:56500001-57000000	15	56500001	57000000	0.885	0.935	0.954	0.963
15:57000001-57500000	15	57000001	57500000	1	0.976	0.956	1.013
15:57500001-58000000	15	57500001	58000000	0.984	1.01	1.082	0.97
15:58500001-59000000	15	58500001	59000000	0.92	0.996	0.833	0.891
15:59000001-59500000	15	59000001	59500000	1.033	1.048	0.858	0.982
15:59500001-60000000	15	59500001	60000000	1.044	0.982	0.995	0.966
15:60000001-60500000	15	60000001	60500000	1.01	1.04	1.024	1.015
