feature	chromosome	start	end	SLX-17922.D710tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D711tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D711tp_D508tp.HC22VBBXY.s_3.r_1
3:196000001-196500000	3	196000001	196500000	1.044	1.004	0.93
3:196500001-197000000	3	196500001	197000000	1.033	1.004	0.924
3:197000001-197500000	3	197000001	197500000	1.141	1.129	0.985
3:197500001-198000000	3	197500001	198000000	0.998	1.042	1.124
4:500001-1000000	4	500001	1000000	1.067	1.01	0.957
4:1000001-1500000	4	1000001	1500000	0.963	1.03	1.003
4:1500001-2000000	4	1500001	2000000	0.966	1.071	1.037
4:2000001-2500000	4	2000001	2500000	0.952	0.949	1.017
4:2500001-3000000	4	2500001	3000000	0.948	1.046	0.903
4:3000001-3500000	4	3000001	3500000	1.058	1.047	1.023
4:4500001-5000000	4	4500001	5000000	1.081	1.023	1.117
4:5500001-6000000	4	5500001	6000000	1.058	1.052	1.049
4:6000001-6500000	4	6000001	6500000	1.025	1.076	0.985
4:6500001-7000000	4	6500001	7000000	1.011	0.954	1.11
4:7000001-7500000	4	7000001	7500000	0.984	1.079	0.973
4:7500001-8000000	4	7500001	8000000	0.997	1.063	1.044
4:8000001-8500000	4	8000001	8500000	0.993	1.041	0.999
4:8500001-9000000	4	8500001	9000000	1.18	1.12	1.265
4:10000001-10500000	4	10000001	10500000	0.877	0.944	0.872
4:10500001-11000000	4	10500001	11000000	1.022	1.03	1.106
4:11000001-11500000	4	11000001	11500000	1.057	1.066	1.075
4:11500001-12000000	4	11500001	12000000	0.995	1.106	0.959
4:12000001-12500000	4	12000001	12500000	0.924	0.955	0.986
4:13000001-13500000	4	13000001	13500000	1.056	1.098	1.084
4:13500001-14000000	4	13500001	14000000	1.004	1.01	0.863
4:14000001-14500000	4	14000001	14500000	1.007	0.958	1.031
4:15000001-15500000	4	15000001	15500000	1.044	1.038	1.063
4:15500001-16000000	4	15500001	16000000	1.007	0.88	0.901
4:16000001-16500000	4	16000001	16500000	1.013	1.005	1.002
4:16500001-17000000	4	16500001	17000000	0.978	1.035	1.031
4:17500001-18000000	4	17500001	18000000	1.053	0.954	0.942
4:18000001-18500000	4	18000001	18500000	0.987	1.088	0.956
4:19000001-19500000	4	19000001	19500000	1.022	1.008	1.081
4:19500001-20000000	4	19500001	20000000	0.947	1.055	0.921
4:20000001-20500000	4	20000001	20500000	1.017	1.037	0.931
4:20500001-21000000	4	20500001	21000000	1.048	1.018	0.942
4:21000001-21500000	4	21000001	21500000	1.024	1.042	1.08
4:21500001-22000000	4	21500001	22000000	0.914	1.051	0.978
4:22000001-22500000	4	22000001	22500000	0.982	1.041	1.063
4:23000001-23500000	4	23000001	23500000	1.03	0.942	0.966
4:23500001-24000000	4	23500001	24000000	1.092	0.971	1.108
4:24000001-24500000	4	24000001	24500000	1.004	1.052	0.977
4:24500001-25000000	4	24500001	25000000	0.965	0.883	0.995
4:25000001-25500000	4	25000001	25500000	1.032	0.953	0.873
4:26000001-26500000	4	26000001	26500000	0.932	0.977	0.987
4:26500001-27000000	4	26500001	27000000	1.137	1.113	1.063
4:27000001-27500000	4	27000001	27500000	0.92	0.963	0.99
4:28000001-28500000	4	28000001	28500000	0.921	0.893	1.023
4:28500001-29000000	4	28500001	29000000	1.016	1.124	1.049
4:29000001-29500000	4	29000001	29500000	0.98	0.993	1.031
4:29500001-30000000	4	29500001	30000000	1.046	1.029	0.987
4:30000001-30500000	4	30000001	30500000	0.913	0.97	0.887
4:31000001-31500000	4	31000001	31500000	0.974	1.043	1.001
4:31500001-32000000	4	31500001	32000000	1.015	0.94	0.951
4:32500001-33000000	4	32500001	33000000	1.034	0.976	1.038
4:33000001-33500000	4	33000001	33500000	0.935	1.043	1.028
4:33500001-34000000	4	33500001	34000000	0.966	1.077	0.972
4:34000001-34500000	4	34000001	34500000	0.928	1.012	1.04
4:34500001-35000000	4	34500001	35000000	0.943	1.032	0.96
4:35000001-35500000	4	35000001	35500000	0.929	0.957	1.012
4:35500001-36000000	4	35500001	36000000	0.976	1.007	0.88
4:36000001-36500000	4	36000001	36500000	1.008	1.028	0.971
4:36500001-37000000	4	36500001	37000000	0.964	1.047	0.941
4:37000001-37500000	4	37000001	37500000	0.955	1.105	0.868
4:37500001-38000000	4	37500001	38000000	0.869	1.121	1.031
4:38000001-38500000	4	38000001	38500000	0.985	0.946	1.052
4:38500001-39000000	4	38500001	39000000	0.927	0.945	0.936
4:39000001-39500000	4	39000001	39500000	0.915	0.986	0.893
4:39500001-40000000	4	39500001	40000000	0.901	0.885	1.024
4:40000001-40500000	4	40000001	40500000	0.914	1.021	1.009
4:40500001-41000000	4	40500001	41000000	0.996	0.924	1.092
4:41500001-42000000	4	41500001	42000000	1.016	1.029	0.995
4:42000001-42500000	4	42000001	42500000	1.038	0.957	1.006
4:42500001-43000000	4	42500001	43000000	1.009	0.999	0.953
4:43000001-43500000	4	43000001	43500000	0.975	1.015	0.998
4:43500001-44000000	4	43500001	44000000	0.971	0.866	0.921
4:44000001-44500000	4	44000001	44500000	0.996	0.942	1.001
4:44500001-45000000	4	44500001	45000000	0.91	1.03	0.975
4:45000001-45500000	4	45000001	45500000	0.99	0.997	1.091
4:45500001-46000000	4	45500001	46000000	1.021	1.025	0.942
4:46000001-46500000	4	46000001	46500000	0.935	0.93	1.02
4:46500001-47000000	4	46500001	47000000	0.975	1.055	1.017
4:47000001-47500000	4	47000001	47500000	0.98	0.976	0.949
4:48000001-48500000	4	48000001	48500000	0.994	1.101	1.03
4:48500001-49000000	4	48500001	49000000	0.908	1.017	1.036
4:52000001-52500000	4	52000001	52500000	1.089	1.183	1.062
4:52500001-53000000	4	52500001	53000000	1.138	0.938	1.052
4:53000001-53500000	4	53000001	53500000	1.01	1.119	1.079
4:53500001-54000000	4	53500001	54000000	1.053	0.963	1.107
4:54000001-54500000	4	54000001	54500000	1.058	1.017	0.982
4:54500001-55000000	4	54500001	55000000	1.036	1.068	1.101
4:55500001-56000000	4	55500001	56000000	0.939	0.948	0.942
4:56000001-56500000	4	56000001	56500000	0.994	0.978	0.966
4:56500001-57000000	4	56500001	57000000	1.105	1.109	0.941
4:57000001-57500000	4	57000001	57500000	1.043	0.955	0.993
4:57500001-58000000	4	57500001	58000000	1.094	1.027	1.114
4:58000001-58500000	4	58000001	58500000	0.997	0.981	1.021
4:58500001-59000000	4	58500001	59000000	1.05	0.987	1.047
4:59000001-59500000	4	59000001	59500000	0.929	0.874	0.949
4:59500001-60000000	4	59500001	60000000	1.041	0.925	1.045
4:60000001-60500000	4	60000001	60500000	0.879	1.011	0.969
4:60500001-61000000	4	60500001	61000000	0.941	1.079	1.054
4:61000001-61500000	4	61000001	61500000	1.036	0.997	1.098
4:61500001-62000000	4	61500001	62000000	0.969	0.925	0.872
4:62000001-62500000	4	62000001	62500000	0.996	1.067	1.063
4:62500001-63000000	4	62500001	63000000	0.991	0.951	0.916
4:63000001-63500000	4	63000001	63500000	0.88	1	0.946
4:63500001-64000000	4	63500001	64000000	0.895	0.977	0.898
4:64000001-64500000	4	64000001	64500000	0.991	1.023	0.898
4:65000001-65500000	4	65000001	65500000	1.065	1.14	1.082
4:65500001-66000000	4	65500001	66000000	0.944	0.948	1.017
4:66500001-67000000	4	66500001	67000000	0.992	0.949	0.952
4:67000001-67500000	4	67000001	67500000	0.989	0.996	1
4:67500001-68000000	4	67500001	68000000	0.988	1.021	1
4:69500001-70000000	4	69500001	70000000	0.929	0.961	1.075
4:70000001-70500000	4	70000001	70500000	1.005	1.026	1.023
4:70500001-71000000	4	70500001	71000000	1.037	0.827	1.052
4:71000001-71500000	4	71000001	71500000	1.09	1.093	0.9
4:71500001-72000000	4	71500001	72000000	0.991	1.08	1.105
4:72000001-72500000	4	72000001	72500000	1.021	1.036	1.017
4:72500001-73000000	4	72500001	73000000	1.133	1.007	0.901
4:73000001-73500000	4	73000001	73500000	1.022	1.013	1.003
4:73500001-74000000	4	73500001	74000000	0.87	0.963	1.043
4:74000001-74500000	4	74000001	74500000	1.071	0.935	0.991
4:74500001-75000000	4	74500001	75000000	1.035	0.987	1.111
4:75500001-76000000	4	75500001	76000000	1.019	0.922	0.979
4:76000001-76500000	4	76000001	76500000	0.926	0.969	0.934
4:76500001-77000000	4	76500001	77000000	0.891	1.078	1.07
4:77000001-77500000	4	77000001	77500000	1.003	1.013	0.955
4:77500001-78000000	4	77500001	78000000	1.016	1.065	1.049
4:78500001-79000000	4	78500001	79000000	0.881	0.902	0.843
4:79000001-79500000	4	79000001	79500000	1.046	1.127	1.125
4:79500001-80000000	4	79500001	80000000	1.015	0.918	1.078
4:80000001-80500000	4	80000001	80500000	0.935	1.067	1.03
4:80500001-81000000	4	80500001	81000000	1.034	1.006	1.181
4:81000001-81500000	4	81000001	81500000	1.019	0.988	1.11
4:81500001-82000000	4	81500001	82000000	1.081	1.015	0.993
4:82000001-82500000	4	82000001	82500000	1.118	1.081	1.007
4:82500001-83000000	4	82500001	83000000	0.951	0.895	0.945
4:83500001-84000000	4	83500001	84000000	0.978	1.04	1.011
4:84000001-84500000	4	84000001	84500000	1.082	1.008	1.08
4:84500001-85000000	4	84500001	85000000	0.998	0.918	1.086
4:85000001-85500000	4	85000001	85500000	0.96	1.096	1.024
4:85500001-86000000	4	85500001	86000000	0.947	0.914	1.006
4:86000001-86500000	4	86000001	86500000	1.11	1.058	1.041
4:86500001-87000000	4	86500001	87000000	0.964	0.989	0.95
4:87000001-87500000	4	87000001	87500000	0.897	0.975	0.861
4:87500001-88000000	4	87500001	88000000	1.139	1.02	1.045
4:88000001-88500000	4	88000001	88500000	1.038	0.971	1.02
4:88500001-89000000	4	88500001	89000000	0.966	0.984	0.876
4:89000001-89500000	4	89000001	89500000	0.925	0.931	1.004
4:90000001-90500000	4	90000001	90500000	1.024	1.02	1.169
4:90500001-91000000	4	90500001	91000000	0.991	0.955	1.031
4:91000001-91500000	4	91000001	91500000	0.995	0.933	1.035
4:91500001-92000000	4	91500001	92000000	1.012	1.023	0.92
4:92000001-92500000	4	92000001	92500000	1.053	1.039	0.98
4:93000001-93500000	4	93000001	93500000	1.052	1.013	1.083
4:93500001-94000000	4	93500001	94000000	1.138	1.06	0.946
4:94000001-94500000	4	94000001	94500000	1.006	1.004	0.945
4:94500001-95000000	4	94500001	95000000	0.967	0.938	1.022
4:95000001-95500000	4	95000001	95500000	1.089	0.953	1.053
4:95500001-96000000	4	95500001	96000000	1.026	1.098	0.971
4:96000001-96500000	4	96000001	96500000	1.063	0.983	1.049
4:96500001-97000000	4	96500001	97000000	1.05	0.965	1.028
4:97000001-97500000	4	97000001	97500000	0.998	0.909	1.136
4:97500001-98000000	4	97500001	98000000	1.022	1.023	0.866
4:98000001-98500000	4	98000001	98500000	0.948	1.096	0.936
4:98500001-99000000	4	98500001	99000000	0.965	1.049	0.884
4:99000001-99500000	4	99000001	99500000	0.937	0.999	1.097
4:99500001-100000000	4	99500001	100000000	1.033	0.994	1.108
4:100000001-100500000	4	100000001	100500000	0.972	1.073	1.046
4:100500001-101000000	4	100500001	101000000	1.015	1.007	1.025
4:101000001-101500000	4	101000001	101500000	1.05	1.031	1.063
4:101500001-102000000	4	101500001	102000000	0.979	0.92	1.074
4:102000001-102500000	4	102000001	102500000	0.954	0.932	0.952
4:103000001-103500000	4	103000001	103500000	1.029	0.954	0.944
4:103500001-104000000	4	103500001	104000000	1.019	0.956	0.945
4:104000001-104500000	4	104000001	104500000	0.952	1	1.005
4:104500001-105000000	4	104500001	105000000	1.004	1.076	1.123
4:105000001-105500000	4	105000001	105500000	1.005	1.019	0.967
4:105500001-106000000	4	105500001	106000000	0.973	1.015	0.968
4:106000001-106500000	4	106000001	106500000	0.965	1.103	1.007
4:106500001-107000000	4	106500001	107000000	1.099	1.055	1.01
4:107000001-107500000	4	107000001	107500000	0.969	1.031	1.1
4:108000001-108500000	4	108000001	108500000	1.034	0.996	1.013
4:108500001-109000000	4	108500001	109000000	1.073	0.973	1.049
4:109000001-109500000	4	109000001	109500000	0.971	1.021	1.12
4:109500001-110000000	4	109500001	110000000	1.041	0.992	0.951
4:110000001-110500000	4	110000001	110500000	0.998	1.025	0.966
4:110500001-111000000	4	110500001	111000000	1.051	1.084	0.98
4:111000001-111500000	4	111000001	111500000	1.009	0.931	0.975
4:111500001-112000000	4	111500001	112000000	1.111	0.929	1.069
4:112500001-113000000	4	112500001	113000000	0.996	0.974	1.006
4:113000001-113500000	4	113000001	113500000	0.989	1.034	0.985
4:113500001-114000000	4	113500001	114000000	1.06	1.018	0.878
4:114000001-114500000	4	114000001	114500000	1.046	0.923	0.937
4:114500001-115000000	4	114500001	115000000	1.062	0.925	0.887
4:115000001-115500000	4	115000001	115500000	1.021	0.988	0.954
4:115500001-116000000	4	115500001	116000000	1.074	1.001	1.229
4:116500001-117000000	4	116500001	117000000	1.035	0.975	0.963
4:117000001-117500000	4	117000001	117500000	0.952	1.009	0.922
4:117500001-118000000	4	117500001	118000000	0.973	0.983	0.99
4:118000001-118500000	4	118000001	118500000	1.077	1.03	1.043
4:119500001-120000000	4	119500001	120000000	0.987	0.977	0.976
4:120000001-120500000	4	120000001	120500000	0.987	0.942	0.94
4:120500001-121000000	4	120500001	121000000	1.121	0.947	1.056
4:121000001-121500000	4	121000001	121500000	0.993	0.966	0.9
4:121500001-122000000	4	121500001	122000000	0.96	0.915	1.007
4:122000001-122500000	4	122000001	122500000	1.116	0.836	1.033
4:122500001-123000000	4	122500001	123000000	1.048	0.998	1.071
4:123000001-123500000	4	123000001	123500000	0.927	0.98	0.997
4:123500001-124000000	4	123500001	124000000	1.051	1.098	1.091
4:124000001-124500000	4	124000001	124500000	1.085	1.086	0.874
4:124500001-125000000	4	124500001	125000000	0.926	1.004	1.015
4:125000001-125500000	4	125000001	125500000	0.906	0.988	1.15
4:125500001-126000000	4	125500001	126000000	0.995	0.932	1.085
4:126000001-126500000	4	126000001	126500000	1.005	0.919	0.994
4:126500001-127000000	4	126500001	127000000	0.941	1.06	0.92
4:127000001-127500000	4	127000001	127500000	0.922	1.103	0.967
4:127500001-128000000	4	127500001	128000000	0.912	1.004	1.046
4:128500001-129000000	4	128500001	129000000	1.002	0.884	1.03
4:129000001-129500000	4	129000001	129500000	1.003	0.925	1.062
4:129500001-130000000	4	129500001	130000000	0.994	1.066	0.972
4:130000001-130500000	4	130000001	130500000	1	0.976	1.036
4:130500001-131000000	4	130500001	131000000	0.92	0.981	0.876
4:131000001-131500000	4	131000001	131500000	0.994	1.017	0.909
4:132000001-132500000	4	132000001	132500000	0.954	0.913	0.926
4:132500001-133000000	4	132500001	133000000	0.933	1.017	0.964
4:133000001-133500000	4	133000001	133500000	1.001	0.959	1.164
4:133500001-134000000	4	133500001	134000000	0.897	1.046	0.933
4:134000001-134500000	4	134000001	134500000	1.069	0.993	1.006
4:134500001-135000000	4	134500001	135000000	1.041	0.995	0.935
4:135000001-135500000	4	135000001	135500000	0.943	1.025	0.935
4:135500001-136000000	4	135500001	136000000	0.922	1.073	0.97
4:136000001-136500000	4	136000001	136500000	1.063	0.957	0.916
4:136500001-137000000	4	136500001	137000000	1.008	0.915	1.066
4:137000001-137500000	4	137000001	137500000	1.028	1.002	1.005
4:137500001-138000000	4	137500001	138000000	1.065	1.01	0.955
4:138000001-138500000	4	138000001	138500000	0.996	0.905	0.997
4:138500001-139000000	4	138500001	139000000	1.024	0.988	0.962
4:139000001-139500000	4	139000001	139500000	0.899	0.841	0.988
4:139500001-140000000	4	139500001	140000000	0.968	0.987	1.015
4:140000001-140500000	4	140000001	140500000	1.039	0.97	1.017
4:141000001-141500000	4	141000001	141500000	1.116	1.09	0.922
4:141500001-142000000	4	141500001	142000000	1.037	1.002	0.985
4:142000001-142500000	4	142000001	142500000	0.995	1.052	1.063
4:142500001-143000000	4	142500001	143000000	1.11	0.962	0.899
4:144500001-145000000	4	144500001	145000000	1.121	0.991	0.971
4:145000001-145500000	4	145000001	145500000	0.879	1.012	1.056
4:145500001-146000000	4	145500001	146000000	1.041	1.08	1.032
4:146000001-146500000	4	146000001	146500000	1.053	1.069	1.07
4:146500001-147000000	4	146500001	147000000	1.135	1.105	1.03
4:147000001-147500000	4	147000001	147500000	1.063	1.055	0.985
4:147500001-148000000	4	147500001	148000000	1.042	1.043	1.089
4:148000001-148500000	4	148000001	148500000	0.899	1.103	0.996
4:148500001-149000000	4	148500001	149000000	0.981	1.021	1
4:149000001-149500000	4	149000001	149500000	1.018	1.068	0.959
4:149500001-150000000	4	149500001	150000000	1.086	0.993	1.052
4:150000001-150500000	4	150000001	150500000	0.972	0.984	0.978
4:150500001-151000000	4	150500001	151000000	0.896	1.013	0.973
4:151000001-151500000	4	151000001	151500000	0.941	0.998	0.982
4:151500001-152000000	4	151500001	152000000	1.033	0.935	1.012
4:152000001-152500000	4	152000001	152500000	1.017	1.037	1.062
4:152500001-153000000	4	152500001	153000000	0.952	0.878	1.019
4:153000001-153500000	4	153000001	153500000	0.93	0.982	1.096
4:153500001-154000000	4	153500001	154000000	0.925	0.978	0.797
4:154000001-154500000	4	154000001	154500000	0.953	0.995	1.104
4:154500001-155000000	4	154500001	155000000	1.005	1.039	0.936
4:155500001-156000000	4	155500001	156000000	0.938	1.044	1.003
4:156000001-156500000	4	156000001	156500000	0.991	1.011	1.006
4:156500001-157000000	4	156500001	157000000	1.109	1.057	1.014
4:157000001-157500000	4	157000001	157500000	1.018	1.01	1.022
4:158000001-158500000	4	158000001	158500000	1.049	0.979	1.149
4:158500001-159000000	4	158500001	159000000	0.987	0.985	0.908
4:159000001-159500000	4	159000001	159500000	0.903	0.89	1.025
4:159500001-160000000	4	159500001	160000000	0.922	1.006	0.959
4:160500001-161000000	4	160500001	161000000	1.015	1.054	1.121
4:162500001-163000000	4	162500001	163000000	0.88	0.966	1.001
4:163000001-163500000	4	163000001	163500000	1.042	0.953	0.943
4:163500001-164000000	4	163500001	164000000	0.938	1.022	0.948
4:164000001-164500000	4	164000001	164500000	1.013	0.948	0.953
4:164500001-165000000	4	164500001	165000000	1.055	1.025	0.994
4:165000001-165500000	4	165000001	165500000	0.905	0.784	1.081
4:165500001-166000000	4	165500001	166000000	0.974	0.976	0.977
4:166000001-166500000	4	166000001	166500000	1.046	1.046	0.997
4:166500001-167000000	4	166500001	167000000	1.086	1.068	1.012
4:167000001-167500000	4	167000001	167500000	0.974	0.981	1.042
4:167500001-168000000	4	167500001	168000000	1.067	1.05	1.014
4:168000001-168500000	4	168000001	168500000	0.928	0.954	1.119
4:168500001-169000000	4	168500001	169000000	0.929	1.012	1.054
4:169000001-169500000	4	169000001	169500000	1.013	0.95	0.979
4:169500001-170000000	4	169500001	170000000	0.974	1.006	0.98
4:170000001-170500000	4	170000001	170500000	1.052	1.023	1.183
4:170500001-171000000	4	170500001	171000000	1.041	1.027	0.975
4:171000001-171500000	4	171000001	171500000	0.938	1.03	0.998
4:171500001-172000000	4	171500001	172000000	1.044	0.961	1.003
4:172500001-173000000	4	172500001	173000000	0.993	1.009	0.887
4:173000001-173500000	4	173000001	173500000	0.993	1.008	0.964
4:173500001-174000000	4	173500001	174000000	0.982	1.019	0.976
4:174000001-174500000	4	174000001	174500000	1.033	0.933	1.074
4:174500001-175000000	4	174500001	175000000	0.935	0.966	1.001
4:175000001-175500000	4	175000001	175500000	0.889	0.889	0.978
4:175500001-176000000	4	175500001	176000000	0.991	1.063	1.118
4:176000001-176500000	4	176000001	176500000	0.963	0.845	0.817
4:176500001-177000000	4	176500001	177000000	0.93	0.997	0.951
4:177000001-177500000	4	177000001	177500000	1	0.948	1.042
4:177500001-178000000	4	177500001	178000000	1.033	0.941	0.934
4:178000001-178500000	4	178000001	178500000	0.954	0.981	0.898
4:178500001-179000000	4	178500001	179000000	1.048	0.976	0.977
4:179500001-180000000	4	179500001	180000000	1.015	0.948	1.041
4:180000001-180500000	4	180000001	180500000	1.059	1.019	1.107
4:180500001-181000000	4	180500001	181000000	1.015	1.034	1.12
4:181000001-181500000	4	181000001	181500000	1.037	1.064	1.032
4:181500001-182000000	4	181500001	182000000	1.002	1.002	0.924
4:182000001-182500000	4	182000001	182500000	1.019	0.977	1.046
4:182500001-183000000	4	182500001	183000000	1.047	0.995	1.077
4:183500001-184000000	4	183500001	184000000	0.967	0.942	1.01
4:184000001-184500000	4	184000001	184500000	0.857	0.887	0.897
4:184500001-185000000	4	184500001	185000000	0.95	0.948	1.066
4:185000001-185500000	4	185000001	185500000	1	1.003	1.009
4:185500001-186000000	4	185500001	186000000	0.947	1.078	0.903
4:186000001-186500000	4	186000001	186500000	0.956	0.993	1.026
4:186500001-187000000	4	186500001	187000000	1.052	1.157	1.008
4:187000001-187500000	4	187000001	187500000	0.974	0.896	0.907
4:187500001-188000000	4	187500001	188000000	1.021	1.051	0.945
4:188500001-189000000	4	188500001	189000000	0.908	0.911	0.969
4:189000001-189500000	4	189000001	189500000	1.025	1.019	0.915
5:500001-1000000	5	500001	1000000	1.126	1.042	1.183
5:1000001-1500000	5	1000001	1500000	1.184	1.126	1.029
5:1500001-2000000	5	1500001	2000000	1.219	1.156	1.006
5:2000001-2500000	5	2000001	2500000	1.008	0.88	0.973
5:2500001-3000000	5	2500001	3000000	0.984	0.946	0.861
5:3000001-3500000	5	3000001	3500000	0.904	0.939	1.009
5:4000001-4500000	5	4000001	4500000	0.946	1.018	0.91
5:4500001-5000000	5	4500001	5000000	1.009	1.085	0.942
5:5500001-6000000	5	5500001	6000000	1.037	0.951	0.875
5:6000001-6500000	5	6000001	6500000	1.066	0.957	0.934
5:6500001-7000000	5	6500001	7000000	0.928	1.052	0.908
5:7000001-7500000	5	7000001	7500000	1.021	1.101	0.999
5:7500001-8000000	5	7500001	8000000	1.099	0.982	0.913
5:8000001-8500000	5	8000001	8500000	1.121	0.89	0.952
5:9000001-9500000	5	9000001	9500000	1.08	0.994	1.043
5:9500001-10000000	5	9500001	10000000	1.116	0.938	1.042
5:10000001-10500000	5	10000001	10500000	0.967	0.915	0.994
5:10500001-11000000	5	10500001	11000000	1.037	0.949	0.885
5:11000001-11500000	5	11000001	11500000	1.148	0.977	0.858
5:11500001-12000000	5	11500001	12000000	1.039	1.054	1.05
5:12000001-12500000	5	12000001	12500000	1.075	0.94	0.984
5:12500001-13000000	5	12500001	13000000	1.029	1.085	1.051
5:13000001-13500000	5	13000001	13500000	1.046	0.92	0.979
5:13500001-14000000	5	13500001	14000000	0.999	0.99	1.052
5:14000001-14500000	5	14000001	14500000	0.992	0.959	1.046
5:14500001-15000000	5	14500001	15000000	1.009	0.989	0.994
5:15000001-15500000	5	15000001	15500000	1.084	0.995	1.028
5:15500001-16000000	5	15500001	16000000	0.962	0.965	1.031
5:16000001-16500000	5	16000001	16500000	1.019	0.961	0.987
5:16500001-17000000	5	16500001	17000000	1.184	1.028	1.068
5:17000001-17500000	5	17000001	17500000	0.98	0.956	0.94
5:17500001-18000000	5	17500001	18000000	1.106	1.148	1.085
5:18000001-18500000	5	18000001	18500000	0.981	1.016	1.072
5:18500001-19000000	5	18500001	19000000	0.965	0.865	0.819
5:19000001-19500000	5	19000001	19500000	1.007	1.016	0.901
5:19500001-20000000	5	19500001	20000000	1.117	0.907	0.952
5:20000001-20500000	5	20000001	20500000	1.082	0.957	0.904
5:21500001-22000000	5	21500001	22000000	0.993	0.984	1.036
5:22000001-22500000	5	22000001	22500000	1.001	0.839	0.748
5:22500001-23000000	5	22500001	23000000	1.019	0.991	0.884
5:23000001-23500000	5	23000001	23500000	1.068	0.945	0.939
5:23500001-24000000	5	23500001	24000000	1.053	0.892	0.956
5:24000001-24500000	5	24000001	24500000	0.991	0.855	0.998
5:24500001-25000000	5	24500001	25000000	1.054	1.035	0.921
5:25000001-25500000	5	25000001	25500000	1.044	0.952	1.069
5:25500001-26000000	5	25500001	26000000	0.972	0.902	0.981
5:26000001-26500000	5	26000001	26500000	0.884	0.985	0.877
5:26500001-27000000	5	26500001	27000000	1.097	0.959	1.155
5:27000001-27500000	5	27000001	27500000	1.056	0.943	0.894
5:27500001-28000000	5	27500001	28000000	0.984	0.976	0.981
5:28000001-28500000	5	28000001	28500000	1.127	0.984	0.981
5:28500001-29000000	5	28500001	29000000	0.952	0.886	1.048
5:29000001-29500000	5	29000001	29500000	1.056	0.931	0.942
5:29500001-30000000	5	29500001	30000000	0.937	1.015	1.073
5:30000001-30500000	5	30000001	30500000	1.047	1.064	0.955
5:30500001-31000000	5	30500001	31000000	1.039	0.968	1.145
5:31000001-31500000	5	31000001	31500000	1.161	0.982	1.068
5:31500001-32000000	5	31500001	32000000	1.156	1.028	0.981
5:32000001-32500000	5	32000001	32500000	1.094	0.984	0.921
5:33000001-33500000	5	33000001	33500000	1.057	0.953	0.876
5:33500001-34000000	5	33500001	34000000	0.995	1.02	1.028
5:34500001-35000000	5	34500001	35000000	1.022	1.024	0.936
5:35000001-35500000	5	35000001	35500000	1.009	0.997	1.058
5:35500001-36000000	5	35500001	36000000	1.08	1.026	1.107
5:36000001-36500000	5	36000001	36500000	1.019	0.974	0.939
5:36500001-37000000	5	36500001	37000000	0.994	1.01	1.005
5:37500001-38000000	5	37500001	38000000	1.12	1.074	0.963
5:38000001-38500000	5	38000001	38500000	1.075	1.082	1.019
5:38500001-39000000	5	38500001	39000000	1.078	1.007	0.998
5:39000001-39500000	5	39000001	39500000	1.002	1.073	0.955
5:39500001-40000000	5	39500001	40000000	1.1	1.001	0.964
5:40000001-40500000	5	40000001	40500000	1.033	0.92	0.951
5:40500001-41000000	5	40500001	41000000	0.918	0.964	1.039
5:41000001-41500000	5	41000001	41500000	1.131	1.057	1.117
5:41500001-42000000	5	41500001	42000000	1.167	1.1	0.985
5:42000001-42500000	5	42000001	42500000	0.958	0.988	1.04
5:42500001-43000000	5	42500001	43000000	1.027	1.102	0.944
5:43000001-43500000	5	43000001	43500000	1.024	1.034	0.976
5:43500001-44000000	5	43500001	44000000	1.145	1.116	1.006
5:44000001-44500000	5	44000001	44500000	1.056	0.944	1.097
5:44500001-45000000	5	44500001	45000000	1.006	0.98	0.952
5:45000001-45500000	5	45000001	45500000	1.037	1	1.072
5:50500001-51000000	5	50500001	51000000	1.177	1.007	0.985
5:51000001-51500000	5	51000001	51500000	1.05	1.015	0.902
5:51500001-52000000	5	51500001	52000000	1.051	1.102	1.036
5:52000001-52500000	5	52000001	52500000	1.102	0.975	0.998
5:52500001-53000000	5	52500001	53000000	1.024	1.058	1
5:53000001-53500000	5	53000001	53500000	1.021	0.901	1.076
5:53500001-54000000	5	53500001	54000000	1.089	0.936	1.1
5:54000001-54500000	5	54000001	54500000	1.049	0.95	0.973
5:54500001-55000000	5	54500001	55000000	0.963	1.116	0.981
5:55000001-55500000	5	55000001	55500000	1	1	1.081
5:55500001-56000000	5	55500001	56000000	1.09	1.058	0.989
5:56000001-56500000	5	56000001	56500000	0.99	1.077	0.95
5:56500001-57000000	5	56500001	57000000	1.148	0.923	0.975
5:57000001-57500000	5	57000001	57500000	1.076	0.959	1.051
5:57500001-58000000	5	57500001	58000000	1.124	1.073	1.127
5:58000001-58500000	5	58000001	58500000	1.184	1.058	1.034
5:58500001-59000000	5	58500001	59000000	1.051	1.059	1.115
5:59000001-59500000	5	59000001	59500000	1.068	1.064	1.019
5:59500001-60000000	5	59500001	60000000	1.13	1.054	0.961
5:60000001-60500000	5	60000001	60500000	1.077	1.071	1.117
5:61000001-61500000	5	61000001	61500000	1.053	0.987	1.031
5:61500001-62000000	5	61500001	62000000	1.124	1.06	0.964
5:62000001-62500000	5	62000001	62500000	1.104	1.034	0.893
5:62500001-63000000	5	62500001	63000000	1.121	1.051	1.056
5:63000001-63500000	5	63000001	63500000	1.127	1.117	1.063
