feature	chromosome	start	end	SLX-17922.D702tp_D505tp.HC22GBBXY.s_6.r_1	SLX-17922.D702tp_D507tp.HC22GBBXY.s_6.r_1	SLX-17922.D702tp_D508tp.HC22GBBXY.s_6.r_1	SLX-17922.D703tp_D506tp.HC22GBBXY.s_6.r_1
12:96500001-97000000	12	96500001	97000000	1.101	1.045	1.06	1.055
12:97000001-97500000	12	97000001	97500000	0.919	1.026	1.134	1.028
12:97500001-98000000	12	97500001	98000000	1.028	1.034	1.107	1.093
12:98000001-98500000	12	98000001	98500000	0.997	1.066	1.051	1.032
12:98500001-99000000	12	98500001	99000000	0.923	0.998	0.907	1.007
12:99000001-99500000	12	99000001	99500000	0.971	1.002	1.136	0.977
12:99500001-100000000	12	99500001	100000000	1.041	0.925	1.004	1.037
12:100000001-100500000	12	100000001	100500000	1.015	0.903	0.975	0.961
12:100500001-101000000	12	100500001	101000000	1.124	1.101	0.964	1.035
12:101500001-102000000	12	101500001	102000000	0.909	1.035	0.918	1.013
12:102000001-102500000	12	102000001	102500000	1.013	0.993	0.974	1.111
12:102500001-103000000	12	102500001	103000000	0.96	1.044	0.959	1.027
12:103000001-103500000	12	103000001	103500000	1.108	1.019	1.06	1.066
12:103500001-104000000	12	103500001	104000000	1.044	1.009	0.925	0.987
12:104000001-104500000	12	104000001	104500000	1.007	1.042	1.092	1.023
12:104500001-105000000	12	104500001	105000000	1.069	0.937	0.978	1.013
12:105000001-105500000	12	105000001	105500000	0.96	1.042	1.057	1.069
12:105500001-106000000	12	105500001	106000000	1.04	0.994	1.119	1.001
12:106000001-106500000	12	106000001	106500000	0.993	1.014	1.103	1.004
12:106500001-107000000	12	106500001	107000000	0.932	1.052	1.006	0.96
12:107000001-107500000	12	107000001	107500000	1.026	1.053	0.992	0.969
12:107500001-108000000	12	107500001	108000000	1.017	0.94	0.979	1.004
12:108000001-108500000	12	108000001	108500000	1.003	1.097	1.056	0.976
12:108500001-109000000	12	108500001	109000000	0.932	0.785	0.878	0.911
12:109000001-109500000	12	109000001	109500000	0.981	0.883	0.938	1.01
12:109500001-110000000	12	109500001	110000000	1.022	0.951	1.018	0.986
12:110000001-110500000	12	110000001	110500000	0.997	0.887	1.089	1.052
12:110500001-111000000	12	110500001	111000000	1.128	0.983	1.077	1.041
12:111000001-111500000	12	111000001	111500000	1.078	1.095	0.992	1.01
12:111500001-112000000	12	111500001	112000000	1.099	1.003	0.937	1.031
12:112000001-112500000	12	112000001	112500000	0.957	1.036	0.942	0.892
12:112500001-113000000	12	112500001	113000000	1.084	1.068	1.074	0.963
12:113000001-113500000	12	113000001	113500000	1.049	1.127	0.953	0.918
12:113500001-114000000	12	113500001	114000000	0.978	0.994	0.955	0.96
12:114000001-114500000	12	114000001	114500000	1.063	1.023	0.972	0.979
12:114500001-115000000	12	114500001	115000000	0.999	0.978	0.921	0.959
12:115000001-115500000	12	115000001	115500000	0.905	1.155	1.068	1.002
12:115500001-116000000	12	115500001	116000000	0.979	1.006	1.019	1.013
12:116000001-116500000	12	116000001	116500000	0.976	0.884	0.902	0.911
12:116500001-117000000	12	116500001	117000000	0.989	1.005	1.081	0.951
12:117000001-117500000	12	117000001	117500000	0.974	1	1.083	1.044
12:117500001-118000000	12	117500001	118000000	0.91	0.998	0.948	1.022
12:118000001-118500000	12	118000001	118500000	0.962	0.891	0.935	1.018
12:118500001-119000000	12	118500001	119000000	0.978	1.192	1.071	0.999
12:119000001-119500000	12	119000001	119500000	1.082	1.149	0.996	1.024
12:119500001-120000000	12	119500001	120000000	1.001	1.002	1.032	0.933
12:120000001-120500000	12	120000001	120500000	0.965	0.919	1.093	0.968
12:120500001-121000000	12	120500001	121000000	1.066	1.056	0.871	0.98
12:121000001-121500000	12	121000001	121500000	0.938	0.968	0.927	0.957
12:121500001-122000000	12	121500001	122000000	1.056	0.868	0.845	0.973
12:122000001-122500000	12	122000001	122500000	0.955	0.903	1.005	1
12:122500001-123000000	12	122500001	123000000	0.982	0.866	0.912	0.865
12:123500001-124000000	12	123500001	124000000	1.021	0.983	1.011	1.049
12:124000001-124500000	12	124000001	124500000	0.938	0.936	1.031	1.03
12:124500001-125000000	12	124500001	125000000	1.011	0.912	1.022	0.922
12:125000001-125500000	12	125000001	125500000	1.036	0.986	1.047	0.993
12:125500001-126000000	12	125500001	126000000	1.077	0.986	0.965	1.019
12:126000001-126500000	12	126000001	126500000	0.934	0.958	1.028	0.983
12:127000001-127500000	12	127000001	127500000	0.993	0.928	1.034	0.948
12:127500001-128000000	12	127500001	128000000	1.023	1.01	0.971	1.006
12:128000001-128500000	12	128000001	128500000	0.976	0.948	1.007	0.968
12:128500001-129000000	12	128500001	129000000	1.026	0.984	0.94	0.923
12:129000001-129500000	12	129000001	129500000	0.954	1.129	1.085	1.017
12:129500001-130000000	12	129500001	130000000	0.999	0.962	0.893	1.038
12:130500001-131000000	12	130500001	131000000	0.956	1.037	0.984	1.049
12:131000001-131500000	12	131000001	131500000	1.025	1.127	0.955	0.976
12:131500001-132000000	12	131500001	132000000	0.923	0.813	0.959	0.988
12:132000001-132500000	12	132000001	132500000	0.998	1.034	1.152	1.029
12:132500001-133000000	12	132500001	133000000	0.942	1.009	0.871	1.065
12:133000001-133275309	12	133000001	133275309	0.858	0.954	0.827	0.829
13:20000001-20500000	13	20000001	20500000	0.94	1.034	0.975	0.93
13:20500001-21000000	13	20500001	21000000	0.949	1.002	0.933	0.992
13:21500001-22000000	13	21500001	22000000	1.083	1.024	1.043	1.028
13:22000001-22500000	13	22000001	22500000	0.963	1.01	0.974	0.926
13:22500001-23000000	13	22500001	23000000	0.997	1.028	1.011	0.924
13:23000001-23500000	13	23000001	23500000	0.965	0.99	0.949	0.987
13:23500001-24000000	13	23500001	24000000	0.98	1.018	0.998	0.951
13:24000001-24500000	13	24000001	24500000	1.009	1.058	1.034	0.921
13:24500001-25000000	13	24500001	25000000	1.089	1.001	1.02	0.985
13:25000001-25500000	13	25000001	25500000	0.993	0.93	1.003	0.954
13:26000001-26500000	13	26000001	26500000	1.015	0.936	1.012	0.942
13:26500001-27000000	13	26500001	27000000	0.99	0.999	0.961	1.004
13:27000001-27500000	13	27000001	27500000	1.024	0.957	0.974	1.039
13:27500001-28000000	13	27500001	28000000	0.995	0.927	1.048	0.946
13:28000001-28500000	13	28000001	28500000	0.972	1.014	0.973	1.009
13:28500001-29000000	13	28500001	29000000	1.059	1.011	0.933	1.009
13:29000001-29500000	13	29000001	29500000	0.975	1.087	0.915	0.984
13:29500001-30000000	13	29500001	30000000	1.039	0.981	1.07	0.934
13:30000001-30500000	13	30000001	30500000	1.015	0.994	0.977	0.991
13:30500001-31000000	13	30500001	31000000	1.059	1.015	1.045	1.072
13:31000001-31500000	13	31000001	31500000	1.075	1.049	1.029	1.007
13:32000001-32500000	13	32000001	32500000	1.008	1.004	1.05	0.943
13:32500001-33000000	13	32500001	33000000	0.999	1.074	0.935	0.914
13:33000001-33500000	13	33000001	33500000	1.005	0.834	0.953	1.026
13:34000001-34500000	13	34000001	34500000	0.953	1.059	0.944	1.033
13:34500001-35000000	13	34500001	35000000	0.929	1.065	0.906	0.97
13:35000001-35500000	13	35000001	35500000	1.067	1.034	1.063	1.018
13:35500001-36000000	13	35500001	36000000	1.027	1.097	0.959	0.983
13:36500001-37000000	13	36500001	37000000	0.964	1.044	0.966	1.066
13:37000001-37500000	13	37000001	37500000	0.948	0.924	0.99	0.981
13:37500001-38000000	13	37500001	38000000	1.078	1.13	1.037	1.005
13:38000001-38500000	13	38000001	38500000	0.931	0.981	0.922	0.995
13:38500001-39000000	13	38500001	39000000	0.943	1.043	1.001	1.113
13:39000001-39500000	13	39000001	39500000	0.999	0.937	1.11	0.98
13:39500001-40000000	13	39500001	40000000	1.137	0.91	1.048	0.974
13:40000001-40500000	13	40000001	40500000	1.062	0.945	0.979	1.02
13:41000001-41500000	13	41000001	41500000	0.97	0.935	0.868	0.929
13:41500001-42000000	13	41500001	42000000	1.165	1.049	1.04	0.967
13:42000001-42500000	13	42000001	42500000	0.992	1.096	1.038	0.96
13:42500001-43000000	13	42500001	43000000	1.043	0.938	1.003	1.027
13:43000001-43500000	13	43000001	43500000	1.154	0.889	1.073	1.002
13:43500001-44000000	13	43500001	44000000	1.071	1.094	1.127	1.177
13:44000001-44500000	13	44000001	44500000	1.071	1.027	0.98	0.963
13:44500001-45000000	13	44500001	45000000	1.093	1.004	0.925	1.028
13:45000001-45500000	13	45000001	45500000	0.931	0.961	0.98	0.974
13:45500001-46000000	13	45500001	46000000	1.113	1.035	1.014	1.004
13:46000001-46500000	13	46000001	46500000	1.002	0.985	0.956	1.026
13:46500001-47000000	13	46500001	47000000	0.933	1.005	1.01	0.992
13:47000001-47500000	13	47000001	47500000	1.016	1.189	1.005	0.989
13:47500001-48000000	13	47500001	48000000	1.135	1.082	1.059	1.013
13:48000001-48500000	13	48000001	48500000	0.958	0.984	0.947	0.925
13:48500001-49000000	13	48500001	49000000	0.953	0.928	1.051	1.007
13:49000001-49500000	13	49000001	49500000	0.978	1.002	1.019	1.002
13:49500001-50000000	13	49500001	50000000	1.039	0.99	0.989	0.947
13:50000001-50500000	13	50000001	50500000	1.015	1.021	1.031	1.062
13:50500001-51000000	13	50500001	51000000	1.071	0.953	0.998	0.972
13:51000001-51500000	13	51000001	51500000	1.045	0.993	1.052	1.055
13:51500001-52000000	13	51500001	52000000	1.04	1.033	1.101	1.066
13:52500001-53000000	13	52500001	53000000	1.003	0.992	1.008	0.996
13:53000001-53500000	13	53000001	53500000	1.003	0.996	0.994	1.09
13:54000001-54500000	13	54000001	54500000	0.984	0.922	0.889	0.988
13:54500001-55000000	13	54500001	55000000	0.904	1.075	0.951	0.899
13:55000001-55500000	13	55000001	55500000	0.868	0.876	0.885	0.948
13:56000001-56500000	13	56000001	56500000	0.914	0.956	0.978	0.978
13:57000001-57500000	13	57000001	57500000	0.954	0.886	0.819	0.957
13:57500001-58000000	13	57500001	58000000	1.013	0.978	0.951	1.011
13:58000001-58500000	13	58000001	58500000	0.986	0.977	0.985	0.98
13:58500001-59000000	13	58500001	59000000	1.012	1.073	0.955	0.988
13:59000001-59500000	13	59000001	59500000	0.972	1.023	1.072	0.947
13:59500001-60000000	13	59500001	60000000	1.126	1.167	1.017	1.055
13:60000001-60500000	13	60000001	60500000	1.085	0.896	1.002	1.01
13:60500001-61000000	13	60500001	61000000	1.005	1.036	0.933	0.971
13:61000001-61500000	13	61000001	61500000	0.962	0.913	0.902	0.962
13:61500001-62000000	13	61500001	62000000	0.891	0.918	1.024	0.934
13:62000001-62500000	13	62000001	62500000	1.001	0.843	0.899	0.995
13:62500001-63000000	13	62500001	63000000	0.955	0.935	1.026	0.931
13:63000001-63500000	13	63000001	63500000	1.003	0.891	0.971	0.979
13:63500001-64000000	13	63500001	64000000	0.968	0.994	0.973	0.987
13:64000001-64500000	13	64000001	64500000	1.096	0.904	1.046	1.033
13:64500001-65000000	13	64500001	65000000	0.991	0.939	0.929	0.996
13:65000001-65500000	13	65000001	65500000	0.995	1.093	0.984	0.978
13:65500001-66000000	13	65500001	66000000	0.987	1.055	0.995	0.991
13:66000001-66500000	13	66000001	66500000	1.031	1.167	1.089	0.961
13:66500001-67000000	13	66500001	67000000	0.999	1.035	1.012	0.942
13:67000001-67500000	13	67000001	67500000	1.017	1.002	1.052	1.039
13:67500001-68000000	13	67500001	68000000	0.913	1.044	0.97	1.068
13:68000001-68500000	13	68000001	68500000	1.007	0.986	0.884	0.983
13:68500001-69000000	13	68500001	69000000	0.953	1.044	0.931	0.991
13:69000001-69500000	13	69000001	69500000	0.931	0.987	1.009	0.965
13:69500001-70000000	13	69500001	70000000	1.087	0.851	0.962	0.943
13:70000001-70500000	13	70000001	70500000	0.958	0.996	0.994	0.902
13:70500001-71000000	13	70500001	71000000	1.103	0.919	0.954	1.025
13:71000001-71500000	13	71000001	71500000	1.006	0.925	1.017	1.02
13:71500001-72000000	13	71500001	72000000	1.006	0.951	1.101	1.093
13:72500001-73000000	13	72500001	73000000	1.003	1.029	0.969	0.912
13:73000001-73500000	13	73000001	73500000	0.95	0.931	1.01	0.954
13:73500001-74000000	13	73500001	74000000	1.075	0.945	0.988	1.023
13:74000001-74500000	13	74000001	74500000	0.937	1.003	1.026	1.017
13:74500001-75000000	13	74500001	75000000	1.059	1.039	1.037	0.955
13:75000001-75500000	13	75000001	75500000	1.038	1.032	1.063	1.039
13:76000001-76500000	13	76000001	76500000	0.993	1.111	1.004	0.973
13:76500001-77000000	13	76500001	77000000	1.021	1.015	1.031	1.006
13:77000001-77500000	13	77000001	77500000	1.045	0.993	1.034	1.049
13:77500001-78000000	13	77500001	78000000	0.971	1.043	1.035	1.096
13:78000001-78500000	13	78000001	78500000	0.959	1.015	0.971	0.991
13:78500001-79000000	13	78500001	79000000	0.987	1.072	0.971	1.074
13:79000001-79500000	13	79000001	79500000	0.997	0.997	0.945	1.112
13:79500001-80000000	13	79500001	80000000	1.022	1.038	1.01	0.974
13:80000001-80500000	13	80000001	80500000	0.915	1.022	1.032	1.039
13:80500001-81000000	13	80500001	81000000	0.951	1.014	1.038	1.013
13:81000001-81500000	13	81000001	81500000	0.967	0.979	1.003	0.933
13:81500001-82000000	13	81500001	82000000	0.947	0.952	0.926	0.977
13:82000001-82500000	13	82000001	82500000	0.989	1.049	0.969	0.916
13:82500001-83000000	13	82500001	83000000	1.021	0.991	0.955	0.944
13:83000001-83500000	13	83000001	83500000	1.074	1.052	1.011	1.107
13:84000001-84500000	13	84000001	84500000	1.043	0.933	0.911	0.991
13:85000001-85500000	13	85000001	85500000	0.931	1.056	0.914	0.935
13:85500001-86000000	13	85500001	86000000	1.014	1.016	0.984	0.945
13:86000001-86500000	13	86000001	86500000	0.949	0.959	0.928	0.912
13:86500001-87000000	13	86500001	87000000	0.937	0.891	0.972	0.948
13:87000001-87500000	13	87000001	87500000	1.036	1.018	0.942	1.048
13:87500001-88000000	13	87500001	88000000	1.05	0.964	0.924	0.959
13:88500001-89000000	13	88500001	89000000	0.981	1.035	0.907	1.044
13:89000001-89500000	13	89000001	89500000	0.885	0.947	0.896	1.019
13:89500001-90000000	13	89500001	90000000	0.953	0.945	0.972	0.963
13:90000001-90500000	13	90000001	90500000	0.941	0.929	0.979	0.984
13:90500001-91000000	13	90500001	91000000	1.018	1.059	1.058	0.961
13:91000001-91500000	13	91000001	91500000	0.978	0.959	1.047	1.012
13:91500001-92000000	13	91500001	92000000	0.964	0.975	1.058	0.976
13:92000001-92500000	13	92000001	92500000	0.94	0.911	1.025	1.035
13:92500001-93000000	13	92500001	93000000	1.079	0.914	0.967	0.943
13:93000001-93500000	13	93000001	93500000	1.01	0.966	1.124	0.961
13:93500001-94000000	13	93500001	94000000	0.964	0.955	1.058	0.969
13:94000001-94500000	13	94000001	94500000	0.969	1.102	1.106	1.014
13:94500001-95000000	13	94500001	95000000	1.047	1.006	1.078	1.047
13:95000001-95500000	13	95000001	95500000	0.97	0.953	0.884	0.956
13:96000001-96500000	13	96000001	96500000	1	1.072	1.089	1.042
13:96500001-97000000	13	96500001	97000000	0.924	1.101	1.047	1.017
13:97000001-97500000	13	97000001	97500000	1.032	1.05	0.981	1.047
13:97500001-98000000	13	97500001	98000000	1.091	1.098	1.093	1.025
13:98000001-98500000	13	98000001	98500000	0.984	1.041	1.01	1.062
13:98500001-99000000	13	98500001	99000000	1.014	1.02	1.008	0.959
13:99000001-99500000	13	99000001	99500000	1.015	0.871	1.105	0.923
13:99500001-100000000	13	99500001	100000000	0.963	1.029	1.058	0.952
13:100000001-100500000	13	100000001	100500000	1.053	1.056	1.005	0.995
13:100500001-101000000	13	100500001	101000000	1.01	1.031	1.023	1.003
13:101000001-101500000	13	101000001	101500000	0.995	0.965	0.923	0.954
13:101500001-102000000	13	101500001	102000000	1.031	1.039	1.017	0.949
13:102000001-102500000	13	102000001	102500000	0.967	1.037	1.013	0.964
13:102500001-103000000	13	102500001	103000000	0.983	0.97	0.925	0.952
13:103000001-103500000	13	103000001	103500000	0.97	1.061	1.056	0.98
13:103500001-104000000	13	103500001	104000000	0.955	1.077	0.942	1.015
13:104000001-104500000	13	104000001	104500000	1.079	1.021	0.997	0.974
13:104500001-105000000	13	104500001	105000000	0.971	1.054	0.989	1
13:105500001-106000000	13	105500001	106000000	1.016	0.922	1.012	1.033
13:106000001-106500000	13	106000001	106500000	1.076	1.082	1.058	0.986
13:106500001-107000000	13	106500001	107000000	1.012	1.007	0.916	1.016
13:107500001-108000000	13	107500001	108000000	1.023	1.001	0.943	0.972
13:108000001-108500000	13	108000001	108500000	0.998	1.042	1.007	0.998
13:108500001-109000000	13	108500001	109000000	1.125	0.951	0.998	0.982
13:109500001-110000000	13	109500001	110000000	0.969	0.96	0.984	0.941
13:110000001-110500000	13	110000001	110500000	1.02	0.958	0.904	0.992
13:110500001-111000000	13	110500001	111000000	0.941	0.934	0.884	0.976
13:111000001-111500000	13	111000001	111500000	1.057	0.975	0.925	0.996
13:112000001-112500000	13	112000001	112500000	1.06	1.022	1.056	1.026
13:112500001-113000000	13	112500001	113000000	0.938	0.964	1.068	0.902
13:113000001-113500000	13	113000001	113500000	0.97	0.964	1.02	1.028
13:113500001-114000000	13	113500001	114000000	0.983	0.987	1.044	1.021
13:114000001-114364328	13	114000001	114364328	0.862	0.958	0.938	1.032
14:20000001-20500000	14	20000001	20500000	0.977	0.945	0.986	1.024
14:20500001-21000000	14	20500001	21000000	1.01	1.003	0.978	1.003
14:21000001-21500000	14	21000001	21500000	0.983	1.012	1.013	0.995
14:21500001-22000000	14	21500001	22000000	0.977	1.038	1.006	0.935
14:22000001-22500000	14	22000001	22500000	1.129	1.002	1.155	1.001
14:22500001-23000000	14	22500001	23000000	0.951	1	0.985	1.009
14:23500001-24000000	14	23500001	24000000	1.039	1.062	1.144	1.038
14:24000001-24500000	14	24000001	24500000	1.077	1.063	0.976	1.074
14:24500001-25000000	14	24500001	25000000	1.046	1.04	1.057	1.007
14:25000001-25500000	14	25000001	25500000	0.908	1.148	1.132	1.02
14:25500001-26000000	14	25500001	26000000	0.973	1.065	1.025	0.925
14:26000001-26500000	14	26000001	26500000	0.937	0.953	0.959	1.04
14:26500001-27000000	14	26500001	27000000	1.074	0.946	1.024	1.021
14:27000001-27500000	14	27000001	27500000	0.988	0.967	1.069	1.019
14:27500001-28000000	14	27500001	28000000	1.021	0.992	1.039	1.029
14:28000001-28500000	14	28000001	28500000	1.015	1.06	1.047	0.976
14:28500001-29000000	14	28500001	29000000	0.95	0.985	0.99	0.989
14:29000001-29500000	14	29000001	29500000	0.958	1.008	1.048	0.915
14:29500001-30000000	14	29500001	30000000	0.973	0.898	1.173	0.966
14:30000001-30500000	14	30000001	30500000	1.135	1.075	0.998	0.989
14:30500001-31000000	14	30500001	31000000	0.915	1.072	0.971	0.943
14:31000001-31500000	14	31000001	31500000	0.916	0.818	0.988	0.864
14:31500001-32000000	14	31500001	32000000	1.003	1.036	0.967	1.101
14:32500001-33000000	14	32500001	33000000	1.073	0.997	1.02	1.137
14:33000001-33500000	14	33000001	33500000	1.018	0.962	1.088	1.072
14:33500001-34000000	14	33500001	34000000	1.059	1.053	1.039	1.091
14:34000001-34500000	14	34000001	34500000	1.05	1.064	0.99	1.109
14:35000001-35500000	14	35000001	35500000	0.929	0.906	0.91	0.9
14:35500001-36000000	14	35500001	36000000	0.945	1.05	0.952	0.983
14:36000001-36500000	14	36000001	36500000	1.044	1.089	1.18	0.971
14:36500001-37000000	14	36500001	37000000	1.028	0.99	1.049	0.963
14:37500001-38000000	14	37500001	38000000	1.044	1.071	1.015	1.027
14:38000001-38500000	14	38000001	38500000	1.081	1.002	1.032	0.965
14:38500001-39000000	14	38500001	39000000	0.915	1.071	1.081	1.114
14:39000001-39500000	14	39000001	39500000	1.123	0.873	0.928	1.001
14:39500001-40000000	14	39500001	40000000	1.002	1.011	0.904	1.033
14:40000001-40500000	14	40000001	40500000	0.938	1.041	1.052	0.957
14:41000001-41500000	14	41000001	41500000	0.969	0.923	0.931	0.884
14:41500001-42000000	14	41500001	42000000	0.959	1.053	1.056	0.976
14:42000001-42500000	14	42000001	42500000	1.015	1.038	0.96	0.97
14:42500001-43000000	14	42500001	43000000	0.975	1.005	1.067	0.952
14:43500001-44000000	14	43500001	44000000	0.934	1.021	1.074	1.019
14:44000001-44500000	14	44000001	44500000	0.972	0.94	1.081	1.034
14:44500001-45000000	14	44500001	45000000	1.024	0.983	0.915	0.983
14:45500001-46000000	14	45500001	46000000	0.895	0.95	0.957	0.972
14:47000001-47500000	14	47000001	47500000	1.104	1.016	0.985	1.11
14:47500001-48000000	14	47500001	48000000	0.935	0.945	1.015	0.961
14:48000001-48500000	14	48000001	48500000	1.02	0.911	1.009	0.982
14:48500001-49000000	14	48500001	49000000	0.909	1.018	0.997	1.087
14:49000001-49500000	14	49000001	49500000	0.947	1.081	0.961	1.022
14:49500001-50000000	14	49500001	50000000	0.898	0.873	0.876	0.972
14:50000001-50500000	14	50000001	50500000	0.865	0.942	0.884	0.97
14:50500001-51000000	14	50500001	51000000	0.873	0.854	0.971	1.03
14:51000001-51500000	14	51000001	51500000	1.072	1.005	0.979	1.042
14:52000001-52500000	14	52000001	52500000	0.928	0.921	0.949	0.951
14:52500001-53000000	14	52500001	53000000	0.972	0.964	0.967	0.984
14:53000001-53500000	14	53000001	53500000	0.946	0.973	1.08	1.05
14:53500001-54000000	14	53500001	54000000	1.012	1.058	1.088	1.02
14:54000001-54500000	14	54000001	54500000	0.985	0.96	1.015	0.974
14:54500001-55000000	14	54500001	55000000	1.008	1.063	0.994	0.94
14:55000001-55500000	14	55000001	55500000	0.865	0.843	0.882	0.984
14:55500001-56000000	14	55500001	56000000	1.004	0.997	1.065	0.994
14:56000001-56500000	14	56000001	56500000	1.038	1.048	0.976	1.029
14:56500001-57000000	14	56500001	57000000	0.982	1.192	1.066	1.018
14:57000001-57500000	14	57000001	57500000	1.044	0.87	0.999	1.049
14:57500001-58000000	14	57500001	58000000	0.999	1.027	0.999	1.037
14:58000001-58500000	14	58000001	58500000	0.96	0.927	0.919	0.951
14:58500001-59000000	14	58500001	59000000	1.033	1.05	0.943	1.078
14:59000001-59500000	14	59000001	59500000	0.935	1.028	0.991	1.031
14:59500001-60000000	14	59500001	60000000	1.077	1.118	0.971	1.023
14:60000001-60500000	14	60000001	60500000	1.058	0.971	1.038	1.039
14:60500001-61000000	14	60500001	61000000	0.995	0.992	0.958	0.943
14:61000001-61500000	14	61000001	61500000	0.956	1.002	0.994	1.019
14:61500001-62000000	14	61500001	62000000	0.972	0.97	0.975	1.072
14:62000001-62500000	14	62000001	62500000	1.011	0.916	1.012	1.087
14:62500001-63000000	14	62500001	63000000	0.911	1.118	0.946	1.111
14:63000001-63500000	14	63000001	63500000	0.927	1.058	0.952	1.07
14:63500001-64000000	14	63500001	64000000	0.881	1.016	0.981	0.96
14:64000001-64500000	14	64000001	64500000	0.975	0.961	0.977	1.026
14:64500001-65000000	14	64500001	65000000	0.922	0.95	1.049	0.912
14:65000001-65500000	14	65000001	65500000	0.962	1.003	0.943	0.884
14:65500001-66000000	14	65500001	66000000	1.091	1.099	1.042	1.074
14:66000001-66500000	14	66000001	66500000	1.141	1.02	1.074	1.073
14:66500001-67000000	14	66500001	67000000	0.951	1.083	0.972	1.043
14:67000001-67500000	14	67000001	67500000	1.064	0.993	1.07	1.027
14:67500001-68000000	14	67500001	68000000	1.02	1.007	0.978	0.965
14:68000001-68500000	14	68000001	68500000	1.074	0.95	1.018	1.066
14:68500001-69000000	14	68500001	69000000	0.851	0.898	0.9	0.96
14:69000001-69500000	14	69000001	69500000	0.992	0.881	1.04	1.017
14:69500001-70000000	14	69500001	70000000	0.981	1.036	0.968	1.02
14:70000001-70500000	14	70000001	70500000	0.969	0.978	1.002	1.043
14:70500001-71000000	14	70500001	71000000	1.017	1.144	1.117	1.074
14:71000001-71500000	14	71000001	71500000	1.03	1.074	0.983	0.956
14:71500001-72000000	14	71500001	72000000	1.021	1.094	0.99	1.074
14:72000001-72500000	14	72000001	72500000	1.054	1.014	1.02	1.04
14:72500001-73000000	14	72500001	73000000	0.991	1.128	0.971	0.982
14:73000001-73500000	14	73000001	73500000	0.978	0.992	0.994	0.935
14:73500001-74000000	14	73500001	74000000	0.89	0.962	0.901	0.878
14:74000001-74500000	14	74000001	74500000	1	0.986	1.078	1.033
14:74500001-75000000	14	74500001	75000000	0.988	1.015	1.015	0.959
14:75000001-75500000	14	75000001	75500000	1.003	0.857	0.955	0.955
14:75500001-76000000	14	75500001	76000000	0.93	0.899	1.006	0.963
14:76000001-76500000	14	76000001	76500000	0.924	0.891	0.918	1.016
14:76500001-77000000	14	76500001	77000000	1.011	1.011	1.041	0.99
14:77000001-77500000	14	77000001	77500000	0.977	1.017	0.951	0.948
14:77500001-78000000	14	77500001	78000000	0.879	0.942	1.01	1.022
14:78000001-78500000	14	78000001	78500000	1.045	1.044	0.999	0.988
14:78500001-79000000	14	78500001	79000000	1.163	0.94	1.148	0.953
14:79000001-79500000	14	79000001	79500000	1.019	1.104	1.07	1.049
14:79500001-80000000	14	79500001	80000000	0.968	0.969	1.047	1.004
14:80000001-80500000	14	80000001	80500000	0.977	1.014	1.108	0.965
14:80500001-81000000	14	80500001	81000000	1.049	1.115	0.987	1.109
14:81000001-81500000	14	81000001	81500000	0.98	0.98	0.993	1.003
14:81500001-82000000	14	81500001	82000000	1.021	0.967	0.989	0.937
14:82000001-82500000	14	82000001	82500000	0.92	1.038	0.972	0.978
14:82500001-83000000	14	82500001	83000000	0.969	1.067	0.94	1
14:83000001-83500000	14	83000001	83500000	1.051	1.033	1.05	0.931
14:84500001-85000000	14	84500001	85000000	0.951	0.966	0.962	0.99
14:85000001-85500000	14	85000001	85500000	0.996	0.96	0.969	1.005
14:85500001-86000000	14	85500001	86000000	0.928	0.893	0.93	0.976
14:86500001-87000000	14	86500001	87000000	1.026	0.962	1.048	0.984
14:87000001-87500000	14	87000001	87500000	0.94	1.082	1.056	0.923
14:87500001-88000000	14	87500001	88000000	0.967	0.879	0.985	0.997
14:88000001-88500000	14	88000001	88500000	0.976	1.026	0.983	1.115
14:88500001-89000000	14	88500001	89000000	0.927	1.009	0.947	1.015
14:89000001-89500000	14	89000001	89500000	0.983	0.99	1.029	0.929
14:89500001-90000000	14	89500001	90000000	0.964	1.032	0.927	1.013
14:90000001-90500000	14	90000001	90500000	1.011	1.047	0.991	1.002
14:90500001-91000000	14	90500001	91000000	0.977	0.959	0.924	1.005
14:91000001-91500000	14	91000001	91500000	0.947	0.883	0.885	1.013
14:91500001-92000000	14	91500001	92000000	1.049	0.843	0.887	0.891
14:92000001-92500000	14	92000001	92500000	0.949	0.877	1.068	0.985
14:92500001-93000000	14	92500001	93000000	0.996	0.9	1.009	0.909
14:93000001-93500000	14	93000001	93500000	0.926	0.949	0.993	1.058
14:93500001-94000000	14	93500001	94000000	1.084	1.047	0.986	1.015
14:94000001-94500000	14	94000001	94500000	0.952	0.983	1.003	0.959
14:94500001-95000000	14	94500001	95000000	0.926	1.068	0.961	0.997
14:95000001-95500000	14	95000001	95500000	0.975	0.974	0.913	1.018
14:95500001-96000000	14	95500001	96000000	0.996	0.97	1.096	1.053
14:96000001-96500000	14	96000001	96500000	0.944	1.012	0.926	1.01
14:96500001-97000000	14	96500001	97000000	0.849	0.862	1.052	1.026
14:97000001-97500000	14	97000001	97500000	1.003	0.989	0.971	1.057
14:97500001-98000000	14	97500001	98000000	1.076	0.986	1.058	1.014
14:98000001-98500000	14	98000001	98500000	0.984	1.051	0.925	0.946
14:98500001-99000000	14	98500001	99000000	0.959	1.047	0.997	0.918
14:99000001-99500000	14	99000001	99500000	0.958	0.9	0.895	0.931
